dataset,perm,gene,eta2_X
depmap,18,ABL1,0.02080504340337101
depmap,18,ACAA1,0.022077334779876983
depmap,18,ACAT2,0.022724344874825567
depmap,18,ACBD3,0.0289407531709298
depmap,18,ACD,0.019039882212764855
depmap,18,ACLY,0.027213176315843714
depmap,18,ACO2,0.031213243923135202
depmap,18,ACTB,0.027004640598628823
depmap,18,ACTR1A,0.032951072063818726
depmap,18,ACTR3B,0.020647758900046352
depmap,18,ADAM10,0.023350890871411407
depmap,18,ADAT1,0.026858422167372307
depmap,18,ADH5,0.03125081186940675
depmap,18,ADI1,0.01674253077211165
depmap,18,ADO,0.03848428640672818
depmap,18,ADRB2,0.030800293580206847
depmap,18,ADSL,0.020775583783604636
depmap,18,AGL,0.029667837919978842
depmap,18,AK6,0.01533936795176382
depmap,18,AKAP8,0.018690731290571756
depmap,18,AKAP8L,0.023067080422801842
depmap,18,AKR7A2,0.013016559446342568
depmap,18,AKT1,0.02794247762255097
depmap,18,ALAS1,0.02882025618501282
depmap,18,ALDH7A1,0.015370521400093994
depmap,18,ALDOA,0.01616269491828116
depmap,18,ALG13,0.030824337395647227
depmap,18,AMDHD2,0.02394868679649227
depmap,18,ANKLE2,0.03573897286717785
depmap,18,ANKRD10,0.02230427678492163
depmap,18,ANLN,0.030700242322578845
depmap,18,ANO10,0.029271200444432276
depmap,18,ANXA7,0.01960914642436266
depmap,18,APBB2,0.011909512104317295
depmap,18,APOE,0.02443773438920759
depmap,18,APP,0.01576042264884049
depmap,18,APPBP2,0.020204069845304675
depmap,18,ARFIP2,0.0318453845388472
depmap,18,ARHGAP1,0.024628486284293434
depmap,18,ARHGEF12,0.027187790592343778
depmap,18,ARHGEF2,0.017283465480136175
depmap,18,ARID4B,0.01900131070987255
depmap,18,ARID5B,0.025532072236573528
depmap,18,ARL4C,0.03903781768172858
depmap,18,ARNT2,0.03522417573070356
depmap,18,ARPP19,0.016067931982253605
depmap,18,ASAH1,0.024507400363095767
depmap,18,ASCC3,0.034342287899286686
depmap,18,ATF1,0.024695011780299255
depmap,18,ATF5,0.03324658826308721
depmap,18,ATF6,0.026842444153758725
depmap,18,ATG3,0.019149541065111488
depmap,18,ATMIN,0.025291108278558228
depmap,18,ATP11B,0.032424759869132694
depmap,18,ATP1A1,0.025532983729578154
depmap,18,ATP1B1,0.011767207320785414
depmap,18,ATP2C1,0.028416817121672114
depmap,18,ATP6AP1,0.03021466658780842
depmap,18,ATP6V0B,0.02296348637141344
depmap,18,ATP6V0C,0.01714414136257823
depmap,18,ATP6V1A,0.016295698000117813
depmap,18,ATP6V1B2,0.028639059010853972
depmap,18,ATP6V1D,0.025628100571877407
depmap,18,ATP6V1F,0.0297458727974404
depmap,18,AURKA,0.022574219755917828
depmap,18,AURKB,0.026568663348002102
depmap,18,AXIN1,0.014357644595984778
depmap,18,BACE2,0.020379297970239636
depmap,18,BAD,0.030720109648773183
depmap,18,BAG1,0.019933572681197668
depmap,18,BAG3,0.02046425392677866
depmap,18,BAMBI,0.01684008695668861
depmap,18,BAX,0.032599572350250475
depmap,18,BCL2,0.020649283308080683
depmap,18,BCL2L1,0.030292220541263855
depmap,18,BCL7B,0.021582764984129556
depmap,18,BDH1,0.02871170441226033
depmap,18,BECN1,0.02363735549158454
depmap,18,BHLHE40,0.0282619149728058
depmap,18,BID,0.020583730108690197
depmap,18,BIRC2,0.030817321236829006
depmap,18,BIRC5,0.024214741109007242
depmap,18,BLCAP,0.024423314049932702
depmap,18,BLMH,0.039256955328467714
depmap,18,BLVRA,0.027164081994403202
depmap,18,BMP4,0.01984785059246836
depmap,18,BNIP3,0.02267521794939989
depmap,18,BNIP3L,0.02660985583344739
depmap,18,BPHL,0.011897006708696978
depmap,18,BRCA1,0.01609990350764215
depmap,18,BUB3,0.024718626068762444
depmap,18,BZW2,0.023200226602744983
depmap,18,C2CD2,0.02044444746839065
depmap,18,C2CD2L,0.02378531909596946
depmap,18,C2CD5,0.024844707256243704
depmap,18,C5,0.017391347441787823
depmap,18,CAB39,0.018856978329597197
depmap,18,CALM3,0.030993101276672694
depmap,18,CALU,0.03434144634377221
depmap,18,CAMSAP2,0.027390221446406276
depmap,18,CANT1,0.02025446237068315
depmap,18,CAPN1,0.030356195447462812
depmap,18,CASC3,0.02502690213926399
depmap,18,CASP10,0.024673873594115096
depmap,18,CASP2,0.019020411144584713
depmap,18,CASP3,0.024383980305773077
depmap,18,CASP7,0.027991610731947038
depmap,18,CAST,0.03261650872121223
depmap,18,CAT,0.025161740347623
depmap,18,CBFB,0.02247572840863286
depmap,18,CBLB,0.026739469438864485
depmap,18,CBR1,0.02727080939011919
depmap,18,CBR3,0.020931840602613362
depmap,18,CCDC85B,0.016962383349867976
depmap,18,CCDC86,0.020817131554042603
depmap,18,CCDC92,0.03108722383953155
depmap,18,CCL2,0.029449239958166278
depmap,18,CCNA1,0.02783963155898135
depmap,18,CCNA2,0.02229580599438371
depmap,18,CCNB1,0.018261904165126797
depmap,18,CCND1,0.028052339168480926
depmap,18,CCND3,0.014244950213669096
depmap,18,CCNE1,0.023580067328199575
depmap,18,CCNE2,0.02631802852946517
depmap,18,CCNF,0.024099443745261344
depmap,18,CCNH,0.021467891797982985
depmap,18,CCP110,0.016917059059305403
depmap,18,CD320,0.020719618718854402
depmap,18,CD40,0.02714247340450625
depmap,18,CD44,0.02027083747376708
depmap,18,CDAN1,0.019487318190622823
depmap,18,CDC20,0.025898463136461963
depmap,18,CDC25A,0.02281593790407251
depmap,18,CDC25B,0.028503538403807583
depmap,18,CDC42,0.03536303915858852
depmap,18,CDC45,0.02184945526686572
depmap,18,CDC6,0.02398717723366818
depmap,18,CDCA4,0.016074942054333796
depmap,18,CDH3,0.021054539606485023
depmap,18,CDK1,0.024870556326023696
depmap,18,CDK19,0.02536139121915183
depmap,18,CDK2,0.01924162473832209
depmap,18,CDK4,0.012376054729411575
depmap,18,CDK5R1,0.02191877665170466
depmap,18,CDK6,0.025278342064661282
depmap,18,CDK7,0.02386123215793115
depmap,18,CDKN1B,0.03943802628209357
depmap,18,CDKN2A,0.03127954824937265
depmap,18,CEBPD,0.017993133644011835
depmap,18,CEBPZ,0.024114723730863857
depmap,18,CENPE,0.018024235896758105
depmap,18,CENPF,0.019041775127916036
depmap,18,CENPW,0.02026405975586327
depmap,18,CEP55,0.02388046786856998
depmap,18,CEP57,0.020106895850033175
depmap,18,CERK,0.028714547261573648
depmap,18,CETN3,0.017343485445529636
depmap,18,CFL1,0.028661663753486492
depmap,18,CFLAR,0.029284619431265233
depmap,18,CGRRF1,0.02543810108731424
depmap,18,CHAC1,0.01842701965496705
depmap,18,CHAF1B,0.020857256076569016
depmap,18,CHEK1,0.022562186784757524
depmap,18,CHEK2,0.030928702823677833
depmap,18,CHIC2,0.012474492650240103
depmap,18,CHMP4B,0.02368532345101472
depmap,18,CHMP6,0.025037864906160227
depmap,18,CHN1,0.03280129221397886
depmap,18,CIAO3,0.023837768319141597
depmap,18,CIAPIN1,0.026404420563621665
depmap,18,CIRBP,0.03845840609768168
depmap,18,CISD1,0.034540529751884624
depmap,18,CLIC4,0.029335075469973482
depmap,18,CLPX,0.02634452227618989
depmap,18,CLSTN1,0.028102796298605796
depmap,18,CLTB,0.022902216568171683
depmap,18,CLTC,0.027614116455485418
depmap,18,CNDP2,0.024826111066446114
depmap,18,CNOT4,0.020305332604465327
depmap,18,CNPY3,0.024502439539920727
depmap,18,COASY,0.030374323312600385
depmap,18,COG2,0.01939077346632112
depmap,18,COG4,0.030039332236464916
depmap,18,COG7,0.024531343138163655
depmap,18,COL1A1,0.027749080337109447
depmap,18,COL4A1,0.017216423755570517
depmap,18,COPB2,0.026138174038934536
depmap,18,COPG1,0.024244200464800126
depmap,18,COPS7A,0.02892100104530967
depmap,18,CORO1A,0.0211872791805816
depmap,18,CPNE3,0.015616872764714426
depmap,18,CPSF4,0.023940127812935277
depmap,18,CREB1,0.027174951464675766
depmap,18,CREG1,0.021477720573940477
depmap,18,CRELD2,0.03544364274283654
depmap,18,CRK,0.023266786487024172
depmap,18,CRKL,0.017952622746986092
depmap,18,CRTAP,0.023758083064139016
depmap,18,CRYZ,0.013907961452795697
depmap,18,CSK,0.021270074310817972
depmap,18,CSNK1A1,0.0246261556030834
depmap,18,CSNK1E,0.03272014608759891
depmap,18,CSNK2A2,0.02129475992811438
depmap,18,CSRP1,0.01898564217672404
depmap,18,CTNNAL1,0.025523643955860098
depmap,18,CTNND1,0.019337370520538227
depmap,18,CTPS1,0.02073058969615546
depmap,18,CTTN,0.023787995139371933
depmap,18,CXCL2,0.017634630670955612
depmap,18,CXCR4,0.0232099171708744
depmap,18,CXXC5,0.026825108183446703
depmap,18,CYB561,0.024006257189297678
depmap,18,CYTH1,0.037729741394462814
depmap,18,DAG1,0.020603514100650797
depmap,18,DAXX,0.02963141248163842
depmap,18,DBR1,0.021011675379645583
depmap,18,DCK,0.015617384397236358
depmap,18,DCTD,0.01905826465259245
depmap,18,DCUN1D4,0.03026958130405209
depmap,18,DDB2,0.030989101236714695
depmap,18,DDIT4,0.0119990489457399
depmap,18,DDR1,0.02434038757461177
depmap,18,DDX10,0.023960444296028782
depmap,18,DDX3X,0.026059579442975406
depmap,18,DDX42,0.024105442612836182
depmap,18,DECR1,0.02181794265511986
depmap,18,DENND2D,0.027467583282221923
depmap,18,DERA,0.02589770147665737
depmap,18,DFFA,0.03859196761819825
depmap,18,DFFB,0.025293746501066965
depmap,18,DHDDS,0.028965839470596347
depmap,18,DHFR,0.01898324839347463
depmap,18,DHRS7,0.04216594526452659
depmap,18,DHX29,0.012842220505091947
depmap,18,DIPK1A,0.028856416557549662
depmap,18,DLD,0.025317251690187146
depmap,18,DMTF1,0.020918104103862408
depmap,18,DNAJA3,0.022669001494684163
depmap,18,DNAJB1,0.027165020071669464
depmap,18,DNAJB2,0.04177429018458578
depmap,18,DNAJB6,0.02437338533737676
depmap,18,DNAJC15,0.027376083446216355
depmap,18,DNAJC9,0.019541632795796217
depmap,18,DNM1,0.02713283060281998
depmap,18,DNM1L,0.034855135338319916
depmap,18,DNM2,0.020885388367055998
depmap,18,DNMT1,0.018608784161176516
depmap,18,DNMT3A,0.015095225008720922
depmap,18,DNTTIP2,0.019288049714643006
depmap,18,DONSON,0.020844174404314703
depmap,18,DPAGT1,0.030727994875868504
depmap,18,DPH2,0.024512120533784734
depmap,18,DRAP1,0.030071501731444565
depmap,18,DSG2,0.009954897927425451
depmap,18,DTYMK,0.013765250169312451
depmap,18,DUSP11,0.01816521935842048
depmap,18,DUSP14,0.03474184216641602
depmap,18,DUSP22,0.03364916545139453
depmap,18,DUSP3,0.021100312050654883
depmap,18,DUSP4,0.026025994641344606
depmap,18,DUSP6,0.024454166441777805
depmap,18,DUT,0.018982933497388596
depmap,18,DYNLRB1,0.02327670842635433
depmap,18,DYRK3,0.02849134838691913
depmap,18,E2F2,0.028084180673828996
depmap,18,EAPP,0.024952039688723626
depmap,18,EBNA1BP2,0.021981783399352774
depmap,18,ECD,0.027336537808515058
depmap,18,ECH1,0.0203461680278697
depmap,18,EDEM1,0.030375505130167544
depmap,18,EDN1,0.033361999750856755
depmap,18,EED,0.03090936263655926
depmap,18,EEF1A1,0.02248448576837937
depmap,18,EEF2,0.02396875027504587
depmap,18,EFCAB14,0.02276398873974352
depmap,18,EFR3A,0.018495867325809406
depmap,18,EGF,0.02474781155909976
depmap,18,EGFR,0.01865914804021636
depmap,18,EGR1,0.02404373151509178
depmap,18,EIF1AX,0.025734204510403477
depmap,18,EIF4A1,0.02982117999584315
depmap,18,EIF4EBP1,0.016660364794088466
depmap,18,EIF5,0.023696519184530633
depmap,18,ELAC2,0.03629620728661356
depmap,18,ELAVL1,0.02456311611100042
depmap,18,ELL,0.02692186363229569
depmap,18,ELOVL6,0.036278145359455574
depmap,18,EMC3,0.026031994821084786
depmap,18,EML3,0.02775971609276945
depmap,18,ENOPH1,0.019536896417833554
depmap,18,ENOSF1,0.02224766787396766
depmap,18,EP300,0.03179402109694611
depmap,18,EPB41L2,0.0275182314309586
depmap,18,EPHA3,0.01801159859762413
depmap,18,EPHB2,0.023534578697747426
depmap,18,EPN2,0.025133671644201917
depmap,18,EPRS1,0.014532956788690425
depmap,18,ERBB2,0.02174241354012985
depmap,18,ERBB3,0.02528637286515876
depmap,18,ESPL1,0.024360506940388927
depmap,18,ESR1,0.018094510142539086
depmap,18,ETFB,0.02167163919974038
depmap,18,ETS1,0.033454985681768995
depmap,18,ETV1,0.04257168989028804
depmap,18,EVL,0.02795907987141582
depmap,18,EXO1,0.01600182852830521
depmap,18,EXOSC4,0.025117915335124454
depmap,18,EXT1,0.016119541273631046
depmap,18,EZH2,0.018046986821680475
depmap,18,FAH,0.02604211392830507
depmap,18,FAIM,0.022970628604120642
depmap,18,FAM20B,0.02781800362483127
depmap,18,FAM50A,0.031988643806099025
depmap,18,FARSB,0.017980929284786843
depmap,18,FAS,0.024416404846494075
depmap,18,FAT1,0.019392227037007666
depmap,18,FAU,0.028930105564767612
depmap,18,FBXL12,0.02120702697346888
depmap,18,FBXO11,0.031814348456763036
depmap,18,FBXO21,0.03393152635401829
depmap,18,FBXO7,0.028833188719912684
depmap,18,FCHO1,0.021171328862637177
depmap,18,FDFT1,0.028463074079265096
depmap,18,FERMT2,0.028908456097443417
depmap,18,FEZ2,0.02219112335277907
depmap,18,FGFR2,0.025910139825922458
depmap,18,FGFR4,0.020097938829010384
depmap,18,FHL2,0.016820168128867923
depmap,18,FIS1,0.02766976386593895
depmap,18,FKBP14,0.039565442851481336
depmap,18,FKBP4,0.026507118498529682
depmap,18,FOS,0.01663847656040196
depmap,18,FOSL1,0.021906340173469034
depmap,18,FOXA1,0.01726649361873145
depmap,18,FOXC1,0.011115793814378478
depmap,18,FOXJ3,0.036247342604986146
depmap,18,FOXO3,0.024924141767214632
depmap,18,FPGS,0.02739758126220406
depmap,18,FRS2,0.011660467557618707
depmap,18,FSD1,0.026480939353335366
depmap,18,FUT1,0.018053608676690047
depmap,18,FYN,0.03901585875298335
depmap,18,FZD1,0.02608575415525989
depmap,18,FZD7,0.031261615392842564
depmap,18,G3BP1,0.019613511242551458
depmap,18,GAA,0.030917491671582833
depmap,18,GABPB1,0.021641642886939275
depmap,18,GADD45A,0.01883588220215262
depmap,18,GADD45B,0.023455434689735037
depmap,18,GALE,0.025867956767326675
depmap,18,GAPDH,0.02111491587841408
depmap,18,GARRE1,0.029011845543262284
depmap,18,GATA2,0.019201616942365336
depmap,18,GATA3,0.024669747873917854
depmap,18,GDPD5,0.032069691103653215
depmap,18,GET1,0.0213570605364641
depmap,18,GFOD1,0.019676993101537983
depmap,18,GFPT1,0.012740716670946409
depmap,18,GFUS,0.019766451961390236
depmap,18,GGPS1,0.019145806069586557
depmap,18,GHR,0.013002777592238668
depmap,18,GINS2,0.01561917013144192
depmap,18,GLI2,0.023822557063298867
depmap,18,GLOD4,0.027634337900689875
depmap,18,GLRX,0.021889021696199624
depmap,18,GMNN,0.027173871249482305
depmap,18,GMPS,0.027204610283575924
depmap,18,GNA11,0.031894209117510765
depmap,18,GNA15,0.02092649890857071
depmap,18,GNAI1,0.022685508529583273
depmap,18,GNAI2,0.03694198234602689
depmap,18,GNAS,0.03005388924444958
depmap,18,GNB5,0.026778286976736905
depmap,18,GNPDA1,0.01878694044000328
depmap,18,GOLT1B,0.02026730568788091
depmap,18,GPATCH8,0.020809814146727383
depmap,18,GPC1,0.017935473995361915
depmap,18,GPN2,0.025953558901457643
depmap,18,GPR160,0.021728321219090282
depmap,18,GPX4,0.024613573777175473
depmap,18,GRB10,0.03565851589996102
depmap,18,GRB2,0.02126565582343242
depmap,18,GRB7,0.01469010828473401
depmap,18,GRN,0.023835071628881092
depmap,18,GRWD1,0.022941061602547597
depmap,18,GSPT1,0.0219221133944468
depmap,18,GSTZ1,0.023631869270486355
depmap,18,GTF2A2,0.018765642287453116
depmap,18,GTF2E2,0.017932150793378048
depmap,18,GTPBP4,0.029739240567298375
depmap,18,GTPBP8,0.022154073201895753
depmap,18,GUK1,0.01902408874069043
depmap,18,H2AZ2,0.021906510787618322
depmap,18,H2BC12,0.03921016938056121
depmap,18,H2BC15,0.023764729970941454
depmap,18,H2BC21,0.027189944742022965
depmap,18,HADH,0.026079582687117533
depmap,18,HAT1,0.02126231424651924
depmap,18,HDAC2,0.02363813907799133
depmap,18,HEATR1,0.022209419964285965
depmap,18,HEBP1,0.014385421775616324
depmap,18,HERC6,0.020813853807004398
depmap,18,HERPUD1,0.019005975852238354
depmap,18,HES1,0.02837538346806705
depmap,18,HK1,0.040448366268543166
depmap,18,HLA-DRA,0.025471136970218695
depmap,18,HMG20B,0.02305555571969411
depmap,18,HMGA2,0.020910164525291732
depmap,18,HMGCR,0.025608865781783133
depmap,18,HMGCS1,0.02441178473281518
depmap,18,HMOX1,0.0310246952799322
depmap,18,HNF1B,0.022339485991644103
depmap,18,HNRNPH1,0.01944038759180461
depmap,18,HOMER2,0.02521145415934513
depmap,18,HOOK2,0.018997745490149417
depmap,18,HS2ST1,0.02592954175632116
depmap,18,HSPA1A,0.03411564983793318
depmap,18,HSPA4,0.026730275201772936
depmap,18,HSPA8,0.018069824865018794
depmap,18,HSPD1,0.01722700989420149
depmap,18,HTRA1,0.035369197918511334
depmap,18,HYOU1,0.026254736426760402
depmap,18,IARS2,0.021842358154961567
depmap,18,ICAM1,0.022492967464134116
depmap,18,ICAM3,0.032320990454436545
depmap,18,ICMT,0.027913632181204524
depmap,18,ID2,0.019266720739592503
depmap,18,IDE,0.02033072618699196
depmap,18,IER3,0.022744292790809962
depmap,18,IFNAR1,0.030655661535431738
depmap,18,IFRD2,0.026356868972910976
depmap,18,IGF1R,0.023910849357215956
depmap,18,IGF2BP2,0.01769024867795208
depmap,18,IGF2R,0.023009153986855952
depmap,18,IGFBP3,0.019786698563313627
depmap,18,IGHMBP2,0.033100673068891744
depmap,18,IKBKB,0.016141807340892413
depmap,18,IKBKE,0.030204613513915537
depmap,18,IKZF1,0.02050030843372117
depmap,18,IL1B,0.016347140154946215
depmap,18,IL4R,0.024569505586115647
depmap,18,ILK,0.03869100873703938
depmap,18,INPP1,0.029741859890193914
depmap,18,INPP4B,0.017530313724961374
depmap,18,INSIG1,0.022688004560106778
depmap,18,INTS3,0.029785578801129184
depmap,18,INTS6,0.018339327463255967
depmap,18,IPO13,0.03230185224439722
depmap,18,IQGAP1,0.014813419177150112
depmap,18,ISOC1,0.022376182422338808
depmap,18,ITFG1,0.022063913336403923
depmap,18,ITGAE,0.023631155388631885
depmap,18,ITGAV,0.02233991691279155
depmap,18,ITGB1BP1,0.023837888883556223
depmap,18,ITGB5,0.015554075969996289
depmap,18,JMJD6,0.02056243411802229
depmap,18,JUN,0.02063481998578761
depmap,18,KAT6A,0.021255886539823358
depmap,18,KAT6B,0.03485374574735536
depmap,18,KCNK1,0.02849987464823352
depmap,18,KCTD5,0.02603307858888184
depmap,18,KDM3A,0.026433647561352285
depmap,18,KDM5A,0.04263578791717144
depmap,18,KDM5B,0.033591765360046245
depmap,18,KEAP1,0.02117544656003217
depmap,18,KIAA0753,0.018188244420653192
depmap,18,KIF11,0.026259215227367648
depmap,18,KIF14,0.021354110234959752
depmap,18,KIF18A,0.022608663421938596
depmap,18,KIF20A,0.02540963163179831
depmap,18,KIF2C,0.02903276166929719
depmap,18,KIF5C,0.03223843193319458
depmap,18,KIT,0.021137065701969233
depmap,18,KLF5,0.024819075005819393
depmap,18,KLHDC2,0.024438831255431254
depmap,18,KLHL21,0.024927613823774605
depmap,18,KLHL9,0.02959156612615257
depmap,18,KRAS,0.03144799653642136
depmap,18,KRT14,0.04522793707474232
depmap,18,KRT17,0.023138383123684478
depmap,18,KRT5,0.030675400547168656
depmap,18,KTN1,0.031554140880114996
depmap,18,LAMA3,0.020028897557448428
depmap,18,LAP3,0.027056404798723323
depmap,18,LBR,0.02080193174992595
depmap,18,LGALS8,0.03984562975224261
depmap,18,LGMN,0.014699983733856377
depmap,18,LIG1,0.01630299371909136
depmap,18,LIPA,0.028217441535259884
depmap,18,LONP1,0.023443595547388448
depmap,18,LOXL1,0.028850388342875743
depmap,18,LPAR2,0.023473155879414453
depmap,18,LPGAT1,0.024325547203494505
depmap,18,LRP10,0.018453516945187452
depmap,18,LRPAP1,0.02054779937568204
depmap,18,LRRC41,0.02727880081441752
depmap,18,LSM6,0.015217126508498637
depmap,18,LSM8,0.027543245207625498
depmap,18,LSR,0.022798072363240895
depmap,18,LYN,0.02868514861354842
depmap,18,LYRM1,0.019249500240665532
depmap,18,MACF1,0.030047400321105013
depmap,18,MAD2L2,0.029134981630753856
depmap,18,MAGOH,0.02092421272305566
depmap,18,MALT1,0.03605485921728183
depmap,18,MAN2B1,0.03427277119136198
depmap,18,MAP2K5,0.025193726870595314
depmap,18,MAP3K4,0.02373134644454697
depmap,18,MAP4K4,0.017232244054281576
depmap,18,MAP7,0.022828580049786735
depmap,18,MAPK13,0.02842722892789839
depmap,18,MAPK1IP1L,0.03428853108464154
depmap,18,MAPK9,0.026749177222770062
depmap,18,MAPKAPK2,0.034245075851142476
depmap,18,MAPKAPK3,0.028156851402574058
depmap,18,MAPKAPK5,0.033570795558975935
depmap,18,MAPT,0.022611024300939357
depmap,18,MARS2,0.02102342846252962
depmap,18,MAST2,0.02411322924482205
depmap,18,MAT2A,0.019613959293343444
depmap,18,MBNL1,0.019457108748014033
depmap,18,MBNL2,0.019638544165533966
depmap,18,MBOAT7,0.0154899528734962
depmap,18,MBTPS1,0.024693511582861604
depmap,18,MCL1,0.024216487037143394
depmap,18,MCM3,0.02194265388643866
depmap,18,MCOLN1,0.026645983868788123
depmap,18,MDM2,0.023551673380792056
depmap,18,ME2,0.022064880003325807
depmap,18,MED1,0.022301083993753756
depmap,18,MED12,0.026307336805806072
depmap,18,MEF2C,0.02290559144053228
depmap,18,MELK,0.023629687537667265
depmap,18,MEST,0.022956662277667555
depmap,18,MFSD10,0.03222936368399015
depmap,18,MIA,0.04050808799581336
depmap,18,MICALL1,0.025437255781990322
depmap,18,MKI67,0.027753353095331678
depmap,18,MKNK1,0.03274027544254096
depmap,18,MLEC,0.02329898670381425
depmap,18,MLLT11,0.014722937318016766
depmap,18,MLPH,0.02927783035022063
depmap,18,MMP1,0.02838039698903054
depmap,18,MMP11,0.01684532696239585
depmap,18,MMP2,0.0227651890777894
depmap,18,MMS22L,0.021577282425577583
depmap,18,MOK,0.01608702684444503
depmap,18,MPC2,0.01072213597989362
depmap,18,MPZL1,0.031191413044989274
depmap,18,MRPL19,0.020532365427474476
depmap,18,MRPL33,0.0158139584169415
depmap,18,MRPL57,0.029400214551080727
depmap,18,MRPS16,0.022185400825875914
depmap,18,MRPS2,0.021870191604179183
depmap,18,MSH6,0.03576060570203701
depmap,18,MSRA,0.02668468983336764
depmap,18,MSTO1,0.023529552074728646
depmap,18,MTA1,0.019680983891688014
depmap,18,MTF2,0.02770083002561103
depmap,18,MTFR1,0.017443482432172853
depmap,18,MTHFD2,0.02185789489118394
depmap,18,MUC1,0.028602727643420683
depmap,18,MVP,0.026820859918099925
depmap,18,MYBL2,0.020482235941862586
depmap,18,MYC,0.02140179079607195
depmap,18,MYCBP,0.01724622689565208
depmap,18,MYCBP2,0.024821213302285237
depmap,18,MYH9,0.029527290417013553
depmap,18,MYL9,0.02577100108963555
depmap,18,MYLK,0.03956010618266913
depmap,18,MYO10,0.024262086685856464
depmap,18,NAA10,0.029083005346905746
depmap,18,NAPG,0.028621054770536072
depmap,18,NAT1,0.019737561097130315
depmap,18,NCAPD2,0.03277834417469008
depmap,18,NCAPD3,0.020980849199189397
depmap,18,NCK2,0.020835880377736
depmap,18,NCOA3,0.024456489759065204
depmap,18,NDC80,0.02325518811969307
depmap,18,NELFB,0.019901275351638707
depmap,18,NENF,0.022519221469693002
depmap,18,NET1,0.022123642208576724
depmap,18,NF2,0.03672076209258539
depmap,18,NFATC3,0.02082476462314126
depmap,18,NFATC4,0.016614003654896296
depmap,18,NFE2L2,0.03035228241351436
depmap,18,NFIL3,0.019381175692559628
depmap,18,NFKB2,0.021744075847066616
depmap,18,NFKBIA,0.022970338063904885
depmap,18,NFKBIB,0.020793068114095186
depmap,18,NFKBIE,0.030085692313422705
depmap,18,NHLRC2,0.025142668060975017
depmap,18,NIPSNAP1,0.02118727345079729
depmap,18,NISCH,0.025938867343350547
depmap,18,NIT1,0.027684464398555056
depmap,18,NMNAT1,0.03618367064701746
depmap,18,NMT1,0.030308597718318755
depmap,18,NNT,0.021949963238671082
depmap,18,NOL3,0.02016605843952459
depmap,18,NOLC1,0.025685446858745024
depmap,18,NOS3,0.021973453739728234
depmap,18,NOSIP,0.022215111256095793
depmap,18,NOTCH1,0.01871714069217639
depmap,18,NPC1,0.02944216508739672
depmap,18,NPDC1,0.024700730964268204
depmap,18,NPEPL1,0.027018796850779184
depmap,18,NPM1,0.021151124058099987
depmap,18,NPRL2,0.02473651148512174
depmap,18,NR1H2,0.026421650358900952
depmap,18,NR2F6,0.024438906334531045
depmap,18,NR3C1,0.016658080684870843
depmap,18,NRAS,0.019386055359668305
depmap,18,NRIP1,0.021876366790189276
depmap,18,NSF,0.029866007195813803
depmap,18,NT5DC2,0.01284065430736494
depmap,18,NUCB2,0.019913816872510127
depmap,18,NUDCD3,0.0341423592926867
depmap,18,NUDT9,0.02323324305591006
depmap,18,NUF2,0.02194232084799327
depmap,18,NUP133,0.01448046706263977
depmap,18,NUP43,0.015589535218054649
depmap,18,NUP85,0.027885358783463224
depmap,18,NUP88,0.014302401555381304
depmap,18,NUP93,0.025336896125734032
depmap,18,NUSAP1,0.027681537313135024
depmap,18,NVL,0.021520328857047875
depmap,18,NXT1,0.021651641640319828
depmap,18,ORC1,0.020229711908738464
depmap,18,ORC6,0.016131474465581448
depmap,18,OXA1L,0.02400702915602727
depmap,18,OXCT1,0.02781496779786053
depmap,18,OXSR1,0.03153130710355582
depmap,18,P4HA2,0.02066061321513724
depmap,18,P4HTM,0.013788774558419932
depmap,18,PACSIN3,0.02700417322622917
depmap,18,PAF1,0.03600823504877641
depmap,18,PAFAH1B1,0.031592692888485326
depmap,18,PAFAH1B3,0.021790464295641493
depmap,18,PAICS,0.019931226317150733
depmap,18,PAK1,0.03286039641249993
depmap,18,PAK4,0.02145209453715866
depmap,18,PAK6,0.024551616169905494
depmap,18,PAN2,0.01661568225222819
depmap,18,PARP1,0.018191848569637587
depmap,18,PARP2,0.03273973286194009
depmap,18,PAX8,0.02950614962796647
depmap,18,PCBD1,0.019348589302186286
depmap,18,PCCB,0.018937493903113976
depmap,18,PCK2,0.02497689912896441
depmap,18,PCM1,0.02051360688023254
depmap,18,PCMT1,0.025087531190817844
depmap,18,PCNA,0.017871298304626138
depmap,18,PDCD2,0.022185918447483532
depmap,18,PDGFA,0.016522963286461825
depmap,18,PDHX,0.028014700844070338
depmap,18,PDIA5,0.027568167248884813
depmap,18,PDLIM1,0.02584724169332343
depmap,18,PDS5A,0.02564080823696926
depmap,18,PECR,0.03178701714628116
depmap,18,PELO,0.020340925608953456
depmap,18,PEX11A,0.02117103771785451
depmap,18,PFKL,0.012777866515929612
depmap,18,PFN1,0.02042534328958267
depmap,18,PGD,0.021907774027294803
depmap,18,PGK1,0.0331548414033194
depmap,18,PGM1,0.03282211015784264
depmap,18,PGR,0.029661470113312022
depmap,18,PHGDH,0.03875931472000271
depmap,18,PHKB,0.025458150073980057
depmap,18,PHKG2,0.030736396280790956
depmap,18,PIGB,0.02661315373517975
depmap,18,PIH1D1,0.025212556039468825
depmap,18,PIK3C2B,0.032118183528652644
depmap,18,PIK3C3,0.026738026199059114
depmap,18,PIK3CA,0.02667576583818126
depmap,18,PIK3R3,0.02611943524632697
