cellosaurus_id,cell_line_name,DepMap_ID,disease,disease_combined,disease_cleaned,disease_sutype,disease_sub_subtype,culture_type,culture_medium,gender,source,cellosaurus_derived_from_site,cellosaurus_disease,tissue
CVCL_1625,OPM-2,ACH-000024,multiple_myeloma,multiple_myeloma,Blood, , ,Suspension,RPMI + 10% FBS,Female,DSMZ,Peripheral blood,Multiple myeloma,Blood
CVCL_1627,OVCAR-4,ACH-000617,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,,,Female,NCI/DCTD,Ascites,High grade ovarian serous adenocarcinoma,Ovary
CVCL_1629,OVCAR-8,ACH-000696,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,RPMI + 10% FBS,Female,NCI/DCTD,,High grade ovarian serous adenocarcinoma,Ovary
CVCL_1630,P12-Ichikawa,ACH-000372,leukemia,leukemia,Blood,T-cell_ALL, ,,,Male,DSMZ,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1632,P31/FUJ,ACH-000770,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 10% FBS,Male,HSSRB,Peripheral blood,Acute myeloid leukemia,Blood
CVCL_1633,Panc 02.03,ACH-000042,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS + 1mM Sodium pyruvate,Female,ATCC,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_1635,Panc 03.27,ACH-000139,pancreas,pancreas,Pancreas, , ,,,Female,ATCC,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_1636,Panc 04.03,ACH-000235,pancreas,pancreas,Pancreas, , ,,RPMI + 15% FBS + 20ug/ml Insulin,Male,ATCC,Pancreas,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_1639,Panc 10.05,ACH-000060,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 15% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 60ug/ml Insulin + 10mM HEPES + 1.5g/l Sodium bicarbonate + 4.5g/l Glucose,Male,ATCC,Pancreas,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_1640,PC-14,ACH-000030,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Male,RIKEN,Lymph node,Lung adenocarcinoma,Lung
CVCL_1644,PSN1,ACH-000320,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS + 2mM Glutamine,Male,ECACC,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_1649,RD,ACH-000169,rhabdomyosarcoma,rhabdomyosarcoma,Muscle, , ,Adherent,DMEM:F12  (1:1) + 5% FBS + 2mM L-glutamine + 5ug/ml Insulin + 0.01mg/ml Transferrin + 10nM Selenium + 10mM HEPES + 10nM Hydrocortisone + 10nM Beta estradiol,Female,ATCC,"Pelvis, muscle",Embryonal rhabdomyosarcoma,Muscle
CVCL_1650,Reh,ACH-000960,leukemia,leukemia,Blood,B-cell_ALL, ,Suspension,RPMI + 10% FBS,Female,ATCC,Peripheral blood,B-lymphoblastic leukemia/lymphoma with t(12,Blood
CVCL_1655,RERF-LC-MS,ACH-000062,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,JCRB,Lung,Lung adenocarcinoma,Lung
CVCL_1661,ZR-75-30,ACH-000828,breast,breast,Breast,TPBC, ,,,Female,ATCC,Ascites,Invasive breast carcinoma of no special type,Breast
CVCL_1666,RPMI-7951,ACH-000348,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Female,ATCC,Lymph node,Melanoma,Skin
CVCL_1667,RPMI-8402,ACH-000636,leukemia,leukemia,Blood,T-cell_ALL, ,,,Female,DSMZ,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1670,RT-112,ACH-000473,urinary_tract,urinary_tract,Bladder, , ,Adherent,RPMI + 10% FBS,Female,DSMZ,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1672,RVH-421,ACH-000614,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Male,DSMZ,Brain,Melanoma,Skin
CVCL_1679,SBC-5,ACH-000670,lung,lung,Lung,lung_small, ,,,Male,HSRRB,Pleural effusion,Thoracic SMARCA4-deficient undifferentiated tumor,Lung
CVCL_1682,SCC-25,ACH-000188,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,DMEM:F12 (1:1) + 10% FBS + 0.4ug/ml Hydrocortisone,Male,ATCC,"Oral cavity, tongue",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1685,SCC-9,ACH-000181,upper_aerodigestive,upper_aerodigestive,Head And Neck,upper_aerodigestive_squamous, ,,,Male,ATCC,"Oral cavity, tongue, anterior part",Squamous cell carcinoma of the oral tongue,Head And Neck
CVCL_1688,SF126,ACH-000609,central_nervous_system,central_nervous_system,Brain,glioma,astrocytoma,Adherent,MEM + 10% FBS,Female,HSSRB,"Brain, left frontal lobe",Glioblastoma,Brain
CVCL_1690,SF295,ACH-000376,central_nervous_system,central_nervous_system,Brain,glioma,glioblastoma,Adherent,RPMI + 10% FBS,Female,NCI/DCTD,"Brain, left temporal lobe",Glioblastoma,Brain
CVCL_1693,SHP-77,ACH-000790,lung,lung,Lung,lung_small, ,Semi Adherent,RPMI + 10% FBS,Male,ATCC,"Lung, left upper lobe",Small cell lung cancer,Lung
CVCL_1694,SIG-M5,ACH-000112,leukemia,leukemia,Blood,AML, ,,,Male,DSMZ,Bone marrow,Acute myeloid leukemia,Blood
CVCL_1695,SiMa,ACH-000099,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Adherent,RPMI + 10% FBS,Male,DSMZ,Adrenal gland,Neuroblastoma,Nervous System
CVCL_1697,SJSA-1,ACH-000748,bone,bone,Bone,osteosarcoma, ,Adherent,RPMI + 10% FBS,Male,ATCC,"Bone, femur",Osteosarcoma,Bone
CVCL_1699,SK-MM-2,ACH-000363,multiple_myeloma,multiple_myeloma,Blood, , ,Suspension,RPMI + 10% FBS,Male,DSMZ,Peripheral blood,Multiple myeloma,Blood
CVCL_1700,SK-N-AS,ACH-000260,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Adherent,DMEM + 10% FBS + NEAA,Female,ATCC,Bone marrow,Neuroblastoma,Nervous System
CVCL_1701,SK-N-DZ,ACH-000366,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Adherent,DMEM + 10% FBS + NEAA,Female,ATCC,Bone marrow,Neuroblastoma,Nervous System
CVCL_1702,SK-N-FI,ACH-000341,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Adherent,DMEM + 10% FBS + NEAA,Male,ATCC,Bone marrow,Neuroblastoma,Nervous System
CVCL_1707,SNG-M,ACH-000974,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,F12 + 20% FBS,Female,HSSRB,Obturator lymph node,Endometrial adenocarcinoma,Uterus
CVCL_1709,SNU-C2A,ACH-000967,colorectal,colorectal,Colon,colorectal_MSI, ,,,Female,ATCC,Cecum,Cecum adenocarcinoma,Colon
CVCL_1710,SNU-C2B,ACH-001199,colorectal,colorectal,Colon, , ,,,Female,,Cecum,Cecum adenocarcinoma,Colon
CVCL_1714,SUP-T1,ACH-000953,leukemia,leukemia,Blood,T-cell_ALL, ,Suspension,RPMI + 10% FBS,Male,ATCC,Pleural effusion,T-cell non-Hodgkin lymphoma,Blood
CVCL_1715,SW1088,ACH-000437,central_nervous_system,central_nervous_system,Brain,glioma, ,Adherent,RPMI + 10% FBS,Male,ATCC,,Astrocytoma,Brain
CVCL_1716,SW1271,ACH-000890,lung,lung,Lung,lung_small, ,Adherent,RPMI + 10% FBS,Male,ATCC,Lung,Small cell lung cancer,Lung
CVCL_1717,SW1417,ACH-000236,colorectal,colorectal,Colon, , ,,,Female,ATCC,Colon,Colon adenocarcinoma,Colon
CVCL_1720,SW1573,ACH-000677,lung,lung,Lung,lung_NSC,lung_squamous,Adherent,L15 + 10% FBS,Female,ATCC,Lung,Minimally invasive lung adenocarcinoma,Lung
CVCL_1723,SW1990,ACH-000155,pancreas,pancreas,Pancreas, , ,,,Male,ATCC,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_1724,SW48,ACH-000958,colorectal,colorectal,Colon,colorectal_MSI, ,Semi-adherent,RPMI + 10% FBS,Female,ATCC,Colon,Colon adenocarcinoma,Colon
CVCL_1728,SW780,ACH-000384,urinary_tract,urinary_tract,Bladder, , ,,,Female,ATCC,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1731,SW900,ACH-000669,lung,lung,Lung,lung_NSC,lung_squamous,,,Male,ATCC,Lung,Lung squamous cell carcinoma,Lung
CVCL_1738,TCCSUP,ACH-000720,urinary_tract,urinary_tract,Bladder, , ,Adherent,MEM + 10% FBS + 1mM Sodium pyruvate + 1mM NEAA,Female,ATCC,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1755,TE 617.T,ACH-000051,rhabdomyosarcoma,rhabdomyosarcoma,Muscle, , ,,,Female,ATCC,Connective tissue,Rhabdomyosarcoma,Muscle
CVCL_1759,TE-1,ACH-000647,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Male,JCRB,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1761,TE-11,ACH-000488,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Male,RIKEN,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1763,TE-15,ACH-000353,esophagus,esophagus,Esophagus,esophagus_squamous, ,,,Female,RIKEN,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1764,TE-5,ACH-000408,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Female,Riken,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1767,TE-9,ACH-000694,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Male,RIKEN,Pleural effusion,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_1776,TYK-nu,ACH-000430,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,,,Female,HSRRB,,High grade ovarian serous adenocarcinoma,Ovary
CVCL_1779,UACC-257,ACH-000579,skin,skin,Skin,melanoma, ,,,Unknown,NCI/DCTD,,Melanoma,Skin
CVCL_1780,UACC-62,ACH-000425,skin,skin,Skin,melanoma, ,Adherent,RPMI + 10% FBS,Unknown,NCI/DCTD,Skin,Melanoma,Skin
CVCL_1781,UACC-812,ACH-000568,breast,breast,Breast,HER2Amp, ,,,Female,ATCC,Breast,Invasive breast carcinoma of no special type,Breast
CVCL_1783,UM-UC-3,ACH-000522,urinary_tract,urinary_tract,Bladder, , ,Adherent,MEM + 10% FBS,Male,ATCC,Urinary bladder,Bladder carcinoma,Bladder
CVCL_1787,VMRC-LCD,ACH-001233,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,HSRRB,Lung,Lung adenocarcinoma,Lung
CVCL_1790,VMRC-RCW,ACH-000484,kidney,kidney,Kidney, , ,Adherent,MEM + 10% FBS,Male,RIKEN,,Renal cell carcinoma,Kidney
CVCL_1791,VMRC-RCZ,ACH-000171,kidney,kidney,Kidney, , ,,,Unknown,HSRRB,,Renal cell carcinoma,Kidney
CVCL_1796,YKG-1,ACH-000570,central_nervous_system,central_nervous_system,Brain,glioma,glioblastoma,Adherent,DMEM + 10% FBS,Female,HSRRB,"Brain, right temporo-occipital lobe.",Glioblastoma,Brain
CVCL_1798,42-MG-BA,ACH-000323,central_nervous_system,central_nervous_system,Brain,glioma,astrocytoma,Adherent,RPMI:MEM (1:1) + 20% FBS,Male,DSMZ,"Brain, temporal lobe",Glioblastoma,Brain
CVCL_1805,ALL-SIL,ACH-000105,leukemia,leukemia,Blood,T-cell_ALL, ,,,Male,DSMZ,Peripheral blood,Precursor T-cell acute lymphoblastic leukemia,Blood
CVCL_1806,AMO1,ACH-000838,multiple_myeloma,multiple_myeloma,Blood, , ,Suspension,RPMI + 10% FBS,Female,DSMZ,Ascites,Multiple myeloma,Blood
CVCL_1809,CAL-78,ACH-000516,bone,bone,Bone,chondrosarcoma, ,Adherent,RPMI + 20% FBS,Male,DSMZ,"Thigh, skeletal muscle",Chondrosarcoma,Bone
CVCL_1818,Granta-519,ACH-000073,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Female,DSMZ,Peripheral blood,Mantle cell lymphoma,Lymph
CVCL_1823,Karpas-620,ACH-000193,multiple_myeloma,multiple_myeloma,Blood, , ,,,Female,DSMZ,Peripheral blood,Multiple myeloma,Blood
CVCL_1845,PaTu 8902,ACH-000599,pancreas,pancreas,Pancreas, , ,,,Female,DSMZ,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_1861,Ci-1,ACH-000687,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Female,DSMZ,Ascites,B-cell non-Hodgkin lymphoma,Lymph
CVCL_1862,COLO 677,,,multiple myeloma,Blood,,,,,,,Peripheral blood,Multiple myeloma,Blood
CVCL_1870,MEC-1,ACH-000405,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Male,DSMZ,Peripheral blood,B-cell chronic lymphocytic leukemia,Lymph
CVCL_1872,Mino,ACH-000220,lymphoma,lymphoma,Lymph,B-cell_lymphoma_other, ,,,Male,ATCC,Peripheral blood,Mantle cell lymphoma,Lymph
CVCL_1882,ONCO-DG-1,ACH-000013,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,RPMI + 10% FBS,Female,DSMZ,Ascites,High grade ovarian serous adenocarcinoma,Ovary
CVCL_1889,SU-DHL-10,ACH-000271,lymphoma,lymphoma,Lymph,DLBCL, ,Suspension,RPMI + 20% FBS,Male,DSMZ,Pleural effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_1987,COLO 201,ACH-000253,colorectal,colorectal,Colon, , ,Mixed adherence ,RPMI + 10% FBS,Male,,Ascites,Colon adenocarcinoma,Colon
CVCL_1989,COLO 320,ACH-000202,colorectal,colorectal,Colon, , ,Adherent,RPMI + 10% FBS,Female,DSMZ,"Colon, sigmoid",Colon adenocarcinoma,Colon
CVCL_1992,COLO 699,ACH-001041,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Female,DSMZ,Pleural effusion,Melanoma,Lung
CVCL_2027,EB1,ACH-000877,lymphoma,lymphoma,Lymph,Burkitt_lymphoma, ,,,Female,ATCC,"Bone, jaw, maxilla",Burkitt lymphoma,Lymph
CVCL_2034,EN,ACH-000978,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,RPMI + 10% FBS,Female,DSMZ,Endometrium,Endometrial carcinoma,Uterus
CVCL_2037,F-36P,ACH-000487,leukemia,leukemia,Blood,AML, ,Suspension,RPMI + 20% FBS + 10ng/ml GM-CSF,Male,DSMZ,Pleural effusion,Myelodysplastic syndrome,Blood
CVCL_2047,FU-OV-1,ACH-000574,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,,,Female,DSMZ,Ovary,High grade ovarian serous adenocarcinoma,Ovary
CVCL_2057,HCC15,ACH-000878,lung,lung,Lung,lung_NSC,lung_squamous,Adherent,RPMI + 10% FBS,Male,DSMZ,Lung,Lung squamous cell carcinoma,Lung
CVCL_2060,HCC44,ACH-000667,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Female,DSMZ,Lung,Lung adenocarcinoma,Lung
CVCL_2061,HCC78,ACH-000562,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,,,Male,DSMZ,Pleural effusion,Lung adenocarcinoma,Lung
CVCL_2063,HCC827,ACH-000012,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherentepithelialdensity >30%,RPMI + 10% FBS,Female,ATCC,Lung,Lung adenocarcinoma,Lung
CVCL_2067,HDQ-P1,ACH-000643,breast,breast,Breast,TNBC, ,,,Female,DSMZ,Breast,Breast ductal carcinoma,Breast
CVCL_2075,IGR-37,ACH-000650,skin,skin,Skin,melanoma, ,,,Male,DSMZ,Inguinal lymph node,Melanoma,Skin
CVCL_2076,IGR-39,ACH-000550,skin,skin,Skin,melanoma, ,Adherent,DMEM + 15% FBS,Male,DSMZ,Skin,Melanoma,Skin
CVCL_2081,JMSU-1,ACH-000753,urinary_tract,urinary_tract,Bladder, , ,Adherent,RPMI + 10% FBS + 2mM Glutamax,Male,DSMZ,Ascites,Bladder carcinoma,Bladder
CVCL_2090,KCI-MOH1,ACH-001098,pancreas,pancreas,Pancreas, , ,,,Female,DSMZ,Pancreas,Pancreatic adenocarcinoma,Pancreas
CVCL_2091,KCL-22,ACH-000983,leukemia,leukemia,Blood,CML, ,Suspension,RPMI + 10% FBS,Female,DSMZ,Pleural effusion,Chronic myeloid leukemia,Blood
CVCL_2092,Kelly,ACH-000259,peripheral_nervous_system,peripheral_nervous_system,Nervous System,neuroblastoma, ,Adherent,RPMI + 10% FBS,Female,DSMZ,Brain,Neuroblastoma,Nervous System
CVCL_2104,LOU-NH91,ACH-000176,lung,lung,Lung,lung_NSC,lung_squamous,,,Female,DSMZ,"Lung, right lower lobe",Lung squamous cell carcinoma,Lung
CVCL_2112,MFE-319,ACH-000988,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,RPMI:MEM (1:1) + 20% heat inactivated FBS,Female,DSMZ,Endometrium,Endometrial adenosquamous carcinoma,Uterus
CVCL_2124,MOLP-8,ACH-000745,multiple_myeloma,multiple_myeloma,Blood, , ,,,Male,DSMZ,Peripheral blood,Multiple myeloma,Blood
CVCL_2206,SU-DHL-6,ACH-000611,lymphoma,lymphoma,Lymph,DLBCL, ,,,Male,DSMZ,Peritoneal effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_2207,SU-DHL-8,ACH-000656,lymphoma,lymphoma,Lymph,DLBCL, ,,,Male,DSMZ,Pleural effusion,Diffuse large B-cell lymphoma,Lymph
CVCL_2209,SUP-M2,ACH-000226,lymphoma,lymphoma,Lymph,ALCL, ,Suspension,RPMI + 20% FBS,Female,DSMZ,Cerebrospinal fluid,ALK-positive anaplastic large cell lymphoma,Lymph
CVCL_2213,TC-71,ACH-000424,bone,bone,Bone,Ewing_sarcoma, ,Adherent,IMDM + 10% FBS,Male,DSMZ,"Bone, humerus",Ewing sarcoma,Bone
CVCL_2218,TT2609-C02,ACH-000716,thyroid,thyroid,Thyroid, , ,,,Male,DSMZ,Thyroid gland,Differentiated thyroid carcinoma,Thyroid
CVCL_2419,COV318,ACH-000256,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,MEM + 10% FBS,Female,ECACC,Ascites,High grade ovarian serous adenocarcinoma,Ovary
CVCL_2424,COV504,ACH-001048,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_high_grade_serous,Adherent,DMEM + 10% FBS + 2mM L-glutamine,Female,ECACC,Pleural effusion,Ovarian carcinoma,Ovary
CVCL_2481,HEL 92.1.7,ACH-000005,leukemia,leukemia,Blood,AML, ,Semi-adherent,RPMI + 10% FBS,Male,ATCC,Peripheral blood,Acute erythroid leukemia,Blood
CVCL_2582,LUDLU-1,ACH-000390,lung,lung,Lung,lung_NSC,lung_squamous,Adherent,RPMI + 10% FBS,Male,ECAAC,,Lung squamous cell carcinoma,Lung
CVCL_2613,MOG-G-CCM,ACH-001125,central_nervous_system,central_nervous_system,Brain,glioma, ,,,Unknown,,Brain,Anaplastic astrocytoma,Brain
CVCL_2620,MOR/CPR,ACH-000851,lung,lung,Lung,lung_NSC,lung_adenocarcinoma,Adherent,RPMI + 10% FBS,Unknown,ECACC,Lung,Lung adenocarcinoma,Lung
CVCL_2661,OE21,ACH-000544,esophagus,esophagus,Esophagus,esophagus_squamous, ,Adherent,RPMI + 10% FBS,Male,HPACC,Esophagus,Squamous cell carcinoma of the esophagus,Esophagus
CVCL_2676,P3HR-1,ACH-000707,lymphoma,lymphoma,Lymph,Burkitt_lymphoma, ,,,Male,ATCC,Ascites,Burkitt lymphoma,Lymph
CVCL_2765,WM266-4,ACH-001239,skin,skin,Skin,melanoma, ,Adherent,DMEM + 10% FBS,Female,ATCC,"Right thigh, skin",Melanoma,Skin
CVCL_2786,JHH-2,ACH-000577,liver,liver,Liver, , ,Adherent,MEM + 10% FBS,Male,HSRRB,Ascites,Adult hepatocellular carcinoma,Liver
CVCL_2787,JHH-4,ACH-000476,liver,liver,Liver, , ,Adherent,MEM + 10% FBS,Male,HSRRB,,Adult hepatocellular carcinoma,Liver
CVCL_2788,JHH-6,ACH-000217,liver,liver,Liver, , ,Adherent,William's E Medium + 10% FBS,Female,HSRRB,,Adult hepatocellular carcinoma,Liver
CVCL_2791,MKN74,ACH-000758,gastric,gastric,Stomach,gastric_adenocarcinoma, ,Adherent,RPMI + 10% FBS,Male,HSSRB,Liver,Gastric tubular adenocarcinoma,Stomach
CVCL_2798,KNS-60,ACH-000445,central_nervous_system,central_nervous_system,Brain,glioma,glioblastoma,Adherent,DMEM + 5% FBS,Male,HSSRB,Brain,Glioblastoma,Brain
CVCL_2799,KNS-81,ACH-000479,central_nervous_system,central_nervous_system,Brain,glioma,glioblastoma,,,Male,HSSRB,Brain,Glioblastoma,Brain
CVCL_2804,CMK-86,ACH-001037,leukemia,leukemia,Blood,AML, ,,,Male,HSRRB,Peripheral blood,Acute megakaryoblastic leukemia in Down syndrome,Blood
CVCL_2805,JHH-7,ACH-000848,liver,liver,Liver, , ,Adherent,William's E medium + 10% FBS,Male,HSRRB,,Adult hepatocellular carcinoma,Liver
CVCL_2862,AZ-521,ACH-001015,small_intestine,small_intestine,Small Intestine, , ,,,Male,,"Small intestine, duodenum",Duodenal adenocarcinoma,Small Intestine
CVCL_2873,CCK-81,ACH-000963,colorectal,colorectal,Colon,colorectal_MSI, ,Adherent,MEM + 10% FBS,Female,HSRRB,Lymph node,Colon adenocarcinoma,Colon
CVCL_2891,EBC-1,ACH-000563,lung,lung,Lung,lung_NSC,lung_squamous,,MEM + 10% FBS,Male,RIKEN,Skin,Lung squamous cell carcinoma,Lung
CVCL_2908,Fu97,ACH-000633,gastric,gastric,Stomach,gastric_adenocarcinoma,diffuse_gastric,Adherent,DMEM + 10% FBS + 0.01mg/ml Insulin,Female,HSRRB,Stomach,Gastric adenocarcinoma,Stomach
CVCL_2914,HARA [Human squamous cell lung carcinoma],,,lung squamous cell carcinoma,Lung,,,,,,,Pleural effusion,Lung squamous cell carcinoma,Lung
CVCL_2917,HCC-56,ACH-000467,colorectal,colorectal,Colon, , ,Adherent,MEM + 10% FBS,Unknown,HSRRB,Ascites,Gastric tubular adenocarcinoma,Colon
CVCL_2925,HEC-151,ACH-000972,uterus,uterus,Uterus,uterus_endometrium, ,,,Female,HSSRB,Endometrium,Endometrial adenocarcinoma,Uterus
CVCL_2927,HEC-251,ACH-000996,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,MEM + 0.15% FBS,Female,HSSRB,Endometrium,Endometrial carcinoma,Uterus
CVCL_2928,HEC-265,ACH-000946,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,MEM + 15% FBS,Female,HSSRB,Endometrium,Endometrial adenocarcinoma,Uterus
CVCL_2930,HEC-59,ACH-000994,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,MEM + 15% FBS,Female,HSSRB,Endometrium,Endometrial adenocarcinoma,Uterus
CVCL_2931,HEC-6,ACH-000984,uterus,uterus,Uterus,uterus_endometrium, ,Adherent,MEM + 15% FBS,Female,HSSRB,Endometrium,"Endometrial endometrioid adenocarcinoma, variant with squamous differentiation",Uterus
CVCL_2947,HLF,ACH-000393,liver,liver,Liver, , ,Adherent,MEM + 10% FBS,Male,HSRRB,Liver,Adult hepatocellular carcinoma,Liver
CVCL_2949,HMC-1-8,ACH-000721,breast,breast,Breast, , ,Adherent,RPMI + 10% FBS,Female,HSSRB,Pleural effusion,Breast carcinoma,Breast
CVCL_2956,HuH-1,ACH-000475,liver,liver,Liver, , ,Adherent ,DMEM + 10% FBS,Male,HSRRB,Liver,Adult hepatocellular carcinoma,Liver
CVCL_2961,IM95,ACH-000919,gastric,gastric,Stomach,gastric_adenocarcinoma, ,,,Male,HSRRB,Stomach,Gastric adenocarcinoma,Stomach
CVCL_2972,KHM-1B,ACH-000564,multiple_myeloma,multiple_myeloma,Blood, , ,,,Male,HSSRB,Pleural effusion,Multiple myeloma,Blood
CVCL_2977,KMBC-2,ACH-000862,urinary_tract,urinary_tract,Bladder, , ,Adherent,DMEM + 10% FBS,Unknown,HSRRB,,Bladder carcinoma,Bladder
CVCL_2981,KMM-1,ACH-000889,multiple_myeloma,multiple_myeloma,Blood, , ,Mixed Adherent and Suspension,RPMI + 10% FBS,Male,HSSRB,,Multiple myeloma,Blood
CVCL_2983,KMRC-1,ACH-000684,kidney,kidney,Kidney, , ,Adherent,DMEM + 10% FBS,Male,HSRRB,Kidney,Clear cell renal carcinoma,Kidney
CVCL_2984,KMRC-2,ACH-000709,kidney,kidney,Kidney, , ,,,Male,HSRRB,Kidney,Clear cell renal carcinoma,Kidney
CVCL_2989,KMS-11,ACH-000714,multiple_myeloma,multiple_myeloma,Blood, , ,Suspension,RPMI + 10% FBS,Female,HSRRB,Pleural effusion,Multiple myeloma,Blood
CVCL_2992,KMS-26,ACH-000588,multiple_myeloma,multiple_myeloma,Blood, , ,Suspension,RPMI + 10% FBS,Male,HSRRB,Pleural effusion,Multiple myeloma,Blood
CVCL_2996,KMS-34,ACH-000541,multiple_myeloma,multiple_myeloma,Blood, , ,Suspension,RPMI + 10% FBS,Female,HSRRB,Pleural effusion,Multiple myeloma,Blood
CVCL_3002,KP-1N,ACH-001107,pancreas,pancreas,Pancreas, , ,,,Male,,Pancreas,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_3003,KP-1NL,ACH-001108,pancreas,pancreas,Pancreas, , ,,,Male,,Pancreas,Pancreatic ductal adenocarcinoma,Pancreas
CVCL_3004,KP-2,ACH-000281,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Female,HSRRB,Pancreas,Pancreatic carcinoma,Pancreas
CVCL_3005,KP-3,ACH-000108,pancreas,pancreas,Pancreas, , ,Adherent,RPMI + 10% FBS,Male,HSSRB,Liver,Squamous cell carcinoma of pancreas,Pancreas
CVCL_3007,KYM-1,ACH-000607,rhabdoid,rhabdoid,Muscle, , ,,,Male,HSRRB,Neck,Embryonal rhabdomyosarcoma,Muscle
CVCL_3015,Lu-99,ACH-000444,lung,lung,Lung,lung_NSC,lung_large,Adherent,RPMI + 10% FBS,Male,HSRRB,Lung,Lung giant cell carcinoma,Lung
CVCL_3020,MCAS,ACH-000796,ovary,ovary,Ovary,ovary_adenocarcinoma,ovary_mucinous,Adherent,MEM + 15% FBS,Female,HSRRB,Ovary,Mucinous adenocarcinoma of ovary,Ovary
CVCL_3043,NCO2,ACH-000076,leukemia,leukemia,Blood,CML, ,Suspension,RPMI + 10% FBS,Female,HSSRB,Peripheral blood,Chronic myeloid leukemia,Blood
CVCL_3082,NUGC-4,ACH-000674,gastric,gastric,Stomach,gastric_adenocarcinoma,diffuse_gastric,,,Female,RIKEN,Paragastric lymph node,Gastric signet ring cell adenocarcinoma,Stomach
CVCL_3084,OCUM-1,ACH-000247,gastric,gastric,Stomach,gastric_adenocarcinoma,diffuse_gastric,Semi-adherent,DMEM + 10% FBS,Female,HSRRB,Pleural effusion,Gastric signet ring cell adenocarcinoma,Stomach
